validation_loss,validation_accuracy,epoch,step,train_loss,train_accuracy
0.4292133288506377,0.7599999904632568,43,175,,
,,43,175,0.4378854036331177,0.8989899158477783
0.4298952560007766,0.7200000286102295,44,179,,
,,44,179,0.43879085779190063,0.8989899158477783
0.4307887046012466,0.7200000286102295,45,183,,
,,45,183,0.4397314488887787,0.8989899158477783
0.43267252250035315,0.7599999904632568,46,187,,
,,46,187,0.44073423743247986,0.8989899158477783
0.43352514472625353,0.7599999904632568,47,191,,
,,47,191,0.4418622851371765,0.8989899158477783
0.4337769849381211,0.7200000286102295,48,195,,
,,48,195,0.4426998198032379,0.9090909361839294
0.43515215208989255,0.7200000286102295,49,199,,
,,49,199,0.4433678984642029,0.9191918969154358
0.4365915517623032,0.7200000286102295,50,203,,
,,50,203,0.44428184628486633,0.9191918969154358
0.437163599531862,0.7200000286102295,51,207,,
,,51,207,0.44512447714805603,0.9191918969154358
0.43828297201710326,0.7200000286102295,52,211,,
,,52,211,0.44586506485939026,0.9191918969154358
0.43952319304944143,0.7200000286102295,53,215,,
,,53,215,0.4467458128929138,0.9191918969154358
0.4403206938851147,0.7200000286102295,54,219,,
,,54,219,0.4475010633468628,0.9191918969154358
0.4410708314192734,0.7200000286102295,55,223,,
,,55,223,0.44821077585220337,0.9191918969154358
0.44279782517185196,0.7200000286102295,56,227,,
,,56,227,0.44893011450767517,0.9191918969154358
0.44291950982323286,0.7200000286102295,57,231,,
,,57,231,0.44979435205459595,0.9191918969154358
0.44354216608228364,0.7200000286102295,58,235,,
,,58,235,0.4503122568130493,0.9191918969154358
0.44433938246132515,0.7200000286102295,59,239,,
,,59,239,0.4510243237018585,0.9191918969154358
0.4449250841838249,0.7200000286102295,60,243,,
,,60,243,0.4517568349838257,0.9191918969154358
0.4459155536214307,0.7200000286102295,61,247,,
,,61,247,0.4522862434387207,0.9191918969154358
0.4461615594694227,0.7200000286102295,62,251,,
,,62,251,0.4529613256454468,0.9191918969154358
0.44626924666964135,0.7200000286102295,63,255,,
,,63,255,0.4535810947418213,0.9191918969154358
0.44691696773159056,0.7200000286102295,64,259,,
,,64,259,0.45405155420303345,0.9191918969154358
0.44790860427101026,0.7200000286102295,65,263,,
,,65,263,0.4546051025390625,0.9191918969154358
0.44827390357432867,0.7200000286102295,66,267,,
,,66,267,0.4552963376045227,0.9191918969154358
0.44896683684240946,0.7200000286102295,67,271,,
,,67,271,0.45578908920288086,0.9191918969154358
0.45006450623563604,0.7200000286102295,68,275,,
,,68,275,0.45626524090766907,0.9191918969154358
0.44975048312300886,0.7200000286102295,69,279,,
,,69,279,0.45685678720474243,0.9191918969154358
0.4496077108216475,0.7200000286102295,70,283,,
,,70,283,0.4572533965110779,0.9191918969154358
0.4506176516961213,0.7200000286102295,71,287,,
,,71,287,0.45767927169799805,0.9191918969154358
0.4510988730860263,0.7200000286102295,72,291,,
,,72,291,0.4583219289779663,0.9191918969154358
0.4509150963868651,0.7200000286102295,73,295,,
,,73,295,0.4587498605251312,0.9191918969154358
0.45169525060539784,0.7200000286102295,74,299,,
,,74,299,0.45908406376838684,0.9191918969154358
0.45200824548856844,0.7200000286102295,75,303,,
,,75,303,0.45954182744026184,0.9191918969154358
0.45204611576439857,0.7200000286102295,76,307,,
,,76,307,0.46001526713371277,0.9191918969154358
0.452709067980021,0.7200000286102295,77,311,,
,,77,311,0.4603056013584137,0.9191918969154358
0.45301132120607224,0.7200000286102295,78,315,,
,,78,315,0.4607888162136078,0.9191918969154358
0.45288310494999773,0.7200000286102295,79,319,,
,,79,319,0.4611932039260864,0.9191918969154358
0.45337177458268224,0.7200000286102295,80,323,,
,,80,323,0.46157947182655334,0.9191918969154358
0.453620232304506,0.7200000286102295,81,327,,
,,81,327,0.46197500824928284,0.9191918969154358
0.45385259723918564,0.7200000286102295,82,331,,
,,82,331,0.4622555673122406,0.9191918969154358
0.4543449016283688,0.7200000286102295,83,335,,
,,83,335,0.46260982751846313,0.9191918969154358
0.45461061357939564,0.7200000286102295,84,339,,
,,84,339,0.46306857466697693,0.9191918969154358
0.4547203430403222,0.7200000286102295,85,343,,
,,85,343,0.463338166475296,0.9191918969154358
0.4548706038426532,0.7200000286102295,86,347,,
,,86,347,0.46367883682250977,0.9191918969154358
0.4547557219541957,0.7200000286102295,87,351,,
,,87,351,0.46404463052749634,0.9191918969154358
0.4551692893435775,0.7200000286102295,88,355,,
,,88,355,0.46433544158935547,0.9191918969154358
0.45572288387115323,0.7200000286102295,89,359,,
,,89,359,0.46472203731536865,0.9191918969154358
0.45505554990023783,0.7200000286102295,90,363,,
,,90,363,0.4651196002960205,0.9191918969154358
0.4550153124504199,0.7200000286102295,91,367,,
,,91,367,0.4652663469314575,0.9191918969154358
0.45592235048769036,0.7200000286102295,92,371,,
,,92,371,0.4655507802963257,0.9191918969154358
0.4561178110098987,0.7200000286102295,93,375,,
,,93,375,0.4659541845321655,0.9191918969154358
0.45580936362369373,0.7200000286102295,94,379,,
,,94,379,0.4662080705165863,0.9191918969154358
0.45578715910353373,0.7200000286102295,95,383,,
,,95,383,0.46641579270362854,0.9191918969154358
0.4558674673981755,0.7200000286102295,96,387,,
,,96,387,0.4666793644428253,0.9191918969154358
0.4563424874229839,0.7200000286102295,97,391,,
,,97,391,0.4670104682445526,0.9191918969154358
0.4567602061734582,0.7200000286102295,98,395,,
,,98,395,0.46732473373413086,0.9191918969154358
0.45659624163895507,0.7200000286102295,99,399,,
,,99,399,0.4675788879394531,0.9191918969154358
