validation_loss,validation_accuracy,epoch,step,train_loss,train_accuracy
0.2533510519189135,0.2800000011920929,0,3,,
,,0,3,0.2506423592567444,0.4141414165496826
0.25009156664464993,0.4399999976158142,1,7,,
,,1,7,0.2503412663936615,0.4545454680919647
0.24692922014162094,0.47999998927116394,2,11,,
,,2,11,0.25091812014579773,0.4545454680919647
0.24538277639004413,0.5600000023841858,3,15,,
,,3,15,0.252236545085907,0.4545454680919647
0.24525438733575594,0.5600000023841858,4,19,,
,,4,19,0.2530970573425293,0.4747474789619446
0.2460173229061792,0.5600000023841858,5,23,,
,,5,23,0.25291362404823303,0.4747474789619446
0.2471338851066938,0.5199999809265137,6,27,,
,,6,27,0.2521221339702606,0.4747474789619446
0.24803519587524106,0.47999998927116394,7,31,,
,,7,31,0.2513430416584015,0.5050504803657532
0.2483843067177479,0.4399999976158142,8,35,,
,,8,35,0.25084975361824036,0.49494948983192444
0.2482548251443346,0.4399999976158142,9,39,,
,,9,39,0.25066038966178894,0.5050504803657532
0.24794715348882812,0.47999998927116394,10,43,,
,,10,43,0.25068777799606323,0.49494948983192444
0.24773539968304434,0.5199999809265137,11,47,,
,,11,47,0.2508133351802826,0.49494948983192444
0.24769780871072855,0.5199999809265137,12,51,,
,,12,51,0.25091055035591125,0.4747474789619446
0.2478334105146817,0.5199999809265137,13,55,,
,,13,55,0.25093379616737366,0.4747474789619446
0.24810690197517743,0.47999998927116394,14,59,,
,,14,59,0.25087764859199524,0.4848484992980957
0.24843310487603076,0.47999998927116394,15,63,,
,,15,63,0.2507735788822174,0.49494948983192444
0.24875991736732458,0.47999998927116394,16,67,,
,,16,67,0.2506639361381531,0.49494948983192444
0.2490344568356022,0.47999998927116394,17,71,,
,,17,71,0.2505734860897064,0.4747474789619446
0.249191624566479,0.47999998927116394,18,75,,
,,18,75,0.25052011013031006,0.4747474789619446
0.2493604865853774,0.47999998927116394,19,79,,
,,19,79,0.25051751732826233,0.4848484992980957
0.24952751828735564,0.47999998927116394,20,83,,
,,20,83,0.25052186846733093,0.4747474789619446
0.2497002223169271,0.47999998927116394,21,87,,
,,21,87,0.2505328059196472,0.46464645862579346
0.25000698224503065,0.47999998927116394,22,91,,
,,22,91,0.25053396821022034,0.46464645862579346
0.2502232819997932,0.47999998927116394,23,95,,
,,23,95,0.2504878044128418,0.46464645862579346
0.250369635155854,0.47999998927116394,24,99,,
,,24,99,0.25045791268348694,0.4545454680919647
0.25064309866277373,0.47999998927116394,25,103,,
,,25,103,0.2504470944404602,0.4545454680919647
0.2508458958758596,0.47999998927116394,26,107,,
,,26,107,0.25040727853775024,0.4545454680919647
0.2509329980738805,0.47999998927116394,27,111,,
,,27,111,0.2503908574581146,0.4545454680919647
0.2510940127043512,0.47999998927116394,28,115,,
,,28,115,0.25040575861930847,0.4545454680919647
0.2514195774010789,0.47999998927116394,29,119,,
,,29,119,0.2503916323184967,0.4545454680919647
0.25164677300631055,0.47999998927116394,30,123,,
,,30,123,0.25033828616142273,0.4545454680919647
0.2516830182972485,0.47999998927116394,31,127,,
,,31,127,0.250309556722641,0.4545454680919647
0.2517974546889393,0.47999998927116394,32,131,,
,,32,131,0.2503136992454529,0.46464645862579346
0.25196010781256006,0.47999998927116394,33,135,,
,,33,135,0.25029805302619934,0.46464645862579346
0.25194207349123937,0.47999998927116394,34,139,,
,,34,139,0.2502719759941101,0.46464645862579346
0.25203624975336997,0.47999998927116394,35,143,,
,,35,143,0.25028619170188904,0.46464645862579346
0.25224457568332287,0.47999998927116394,36,147,,
,,36,147,0.2502830922603607,0.4747474789619446
0.25232607098805654,0.47999998927116394,37,151,,
,,37,151,0.2502601742744446,0.4747474789619446
0.2523163528772283,0.47999998927116394,38,155,,
,,38,155,0.2502606213092804,0.4747474789619446
0.25244146939377277,0.47999998927116394,39,159,,
,,39,159,0.2502758800983429,0.4848484992980957
0.2526166729923587,0.5199999809265137,40,163,,
,,40,163,0.25025418400764465,0.46464645862579346
0.2525691666610341,0.5199999809265137,41,167,,
,,41,167,0.2502123713493347,0.46464645862579346
0.25237469094058795,0.5199999809265137,42,171,,
,,42,171,0.2502094507217407,0.46464645862579346
0.2524001289045571,0.5199999809265137,43,175,,
,,43,175,0.25023970007896423,0.4444444477558136
0.2527043484866873,0.5199999809265137,44,179,,
,,44,179,0.2502189576625824,0.4444444477558136
0.25303416327061024,0.47999998927116394,45,183,,
,,45,183,0.25014352798461914,0.46464645862579346
0.25311234415917316,0.4399999976158142,46,187,,
,,46,187,0.25007250905036926,0.46464645862579346
0.25295817238446305,0.47999998927116394,47,191,,
,,47,191,0.2500494122505188,0.4444444477558136
0.25280492710306374,0.47999998927116394,48,195,,
,,48,195,0.2500726282596588,0.42424243688583374
0.25281632601074705,0.47999998927116394,49,199,,
,,49,199,0.25009721517562866,0.42424243688583374
0.2528523268034013,0.47999998927116394,50,203,,
,,50,203,0.25007328391075134,0.4343434274196625
0.2529945329100019,0.47999998927116394,51,207,,
,,51,207,0.2500419020652771,0.42424243688583374
0.2530357790269514,0.4399999976158142,52,211,,
,,52,211,0.24999159574508667,0.42424243688583374
0.2529322542908544,0.47999998927116394,53,215,,
,,53,215,0.24996209144592285,0.42424243688583374
0.2528883938473813,0.47999998927116394,54,219,,
,,54,219,0.2499675154685974,0.42424243688583374
0.25289461387915607,0.4399999976158142,55,223,,
,,55,223,0.2499634325504303,0.4343434274196625
0.25292662833635615,0.47999998927116394,56,227,,
,,56,227,0.24994336068630219,0.4343434274196625
0.2528523615157852,0.47999998927116394,57,231,,
,,57,231,0.24990151822566986,0.42424243688583374
0.25292869011321883,0.47999998927116394,58,235,,
,,58,235,0.24989306926727295,0.42424243688583374
0.25307757013354265,0.4399999976158142,59,239,,
,,59,239,0.24986518919467926,0.42424243688583374
0.2529763582362095,0.4399999976158142,60,243,,
,,60,243,0.24981631338596344,0.4343434274196625
0.2528377677220763,0.47999998927116394,61,247,,
,,61,247,0.24981990456581116,0.42424243688583374
0.252923221965324,0.47999998927116394,62,251,,
,,62,251,0.2498314529657364,0.42424243688583374
0.2529975897954021,0.4399999976158142,63,255,,
,,63,255,0.24979917705059052,0.4343434274196625
0.252944905749609,0.4399999976158142,64,259,,
,,64,259,0.24977755546569824,0.4343434274196625
0.2528147672822891,0.47999998927116394,65,263,,
,,65,263,0.249776691198349,0.4343434274196625
0.2528614165021783,0.47999998927116394,66,267,,
,,66,267,0.24979297816753387,0.4343434274196625
0.2529824872774016,0.4399999976158142,67,271,,
,,67,271,0.24976423382759094,0.4444444477558136
0.25304713205775803,0.4399999976158142,68,275,,
,,68,275,0.24973218142986298,0.4545454680919647
0.2529701547941603,0.4399999976158142,69,279,,
,,69,279,0.249709352850914,0.46464645862579346
0.25297366623672757,0.47999998927116394,70,283,,
,,70,283,0.24970941245555878,0.46464645862579346
0.25306179976011406,0.4399999976158142,71,287,,
,,71,287,0.24968372285366058,0.46464645862579346
0.25320427517803373,0.47999998927116394,72,291,,
,,72,291,0.24964891374111176,0.4747474789619446
0.25328960634794273,0.47999998927116394,73,295,,
,,73,295,0.2496112734079361,0.4747474789619446
0.25316251700638115,0.5199999809265137,74,299,,
,,74,299,0.2495688945055008,0.4747474789619446
0.2530575496857304,0.5199999809265137,75,303,,
,,75,303,0.24956868588924408,0.46464645862579346
0.25314608913936076,0.5199999809265137,76,307,,
,,76,307,0.24957461655139923,0.46464645862579346
0.25337067938437086,0.47999998927116394,77,311,,
,,77,311,0.24954251945018768,0.46464645862579346
0.2534477976487945,0.47999998927116394,78,315,,
,,78,315,0.2494843453168869,0.46464645862579346
0.2532999118411416,0.5199999809265137,79,319,,
,,79,319,0.24945442378520966,0.46464645862579346
0.25318398011390036,0.5199999809265137,80,323,,
,,80,323,0.24946647882461548,0.46464645862579346
0.2533212177402868,0.5199999809265137,81,327,,
