validation_loss,validation_accuracy,epoch,step,train_loss,train_accuracy
0.016769799542756474,0.9599999785423279,0,3,,
,,0,3,0.00028227217262610793,1.0
0.016777808163940925,0.9599999785423279,1,7,,
,,1,7,0.0002811196318361908,1.0
0.016772861810966096,0.9599999785423279,2,11,,
,,2,11,0.0002793378662317991,1.0
0.016760630818707656,0.9599999785423279,3,15,,
,,3,15,0.00027726267580874264,1.0
0.016738344244252565,0.9599999785423279,4,19,,
,,4,19,0.0002749462437350303,1.0
0.016708387001805138,0.9599999785423279,5,23,,
,,5,23,0.0002724319929257035,1.0
0.016682534863688148,0.9599999785423279,6,27,,
,,6,27,0.0002698493772186339,1.0
0.016664826480769966,0.9599999785423279,7,31,,
,,7,31,0.0002672894042916596,1.0
0.016652362924775416,0.9599999785423279,8,35,,
,,8,35,0.00026469421572983265,1.0
0.016636905131676257,0.9599999785423279,9,39,,
,,9,39,0.0002621063613332808,1.0
0.016616583242275086,0.9599999785423279,10,43,,
,,10,43,0.00025958073092624545,1.0
0.01660067147149443,0.9599999785423279,11,47,,
,,11,47,0.0002570694196037948,1.0
0.016581831647980865,0.9599999785423279,12,51,,
,,12,51,0.0002545671013649553,1.0
0.016560894032746222,0.9599999785423279,13,55,,
,,13,55,0.0002521586138755083,1.0
0.016538313059361855,0.9599999785423279,14,59,,
,,14,59,0.0002497213426977396,1.0
0.016511350241994655,0.9599999785423279,15,63,,
,,15,63,0.00024733893224038184,1.0
0.0164841857247342,0.9599999785423279,16,67,,
,,16,67,0.0002450550382491201,1.0
0.0164581633388518,0.9599999785423279,17,71,,
,,17,71,0.00024274449970107526,1.0
0.016431293637451806,0.9599999785423279,18,75,,
,,18,75,0.00024045092868618667,1.0
0.01640469937557506,0.9599999785423279,19,79,,
,,19,79,0.00023824090021662414,1.0
0.01638127934102462,0.9599999785423279,20,83,,
,,20,83,0.00023611301730852574,1.0
0.01635980228734435,0.9599999785423279,21,87,,
,,21,87,0.00023400233476422727,1.0
0.01633791100268897,0.9599999785423279,22,91,,
,,22,91,0.000231882935622707,1.0
0.016316229021519184,0.9599999785423279,23,95,,
,,23,95,0.00022980640642344952,1.0
0.016295531251553363,0.9599999785423279,24,99,,
,,24,99,0.00022778395214118063,1.0
0.016273892462186305,0.9599999785423279,25,103,,
,,25,103,0.0002257898886455223,1.0
0.016255424245419845,0.9599999785423279,26,107,,
,,26,107,0.000223875671508722,1.0
0.016237746446078314,0.9599999785423279,27,111,,
,,27,111,0.00022189704759512097,1.0
0.016213622961420936,0.9599999785423279,28,115,,
,,28,115,0.00021999678574502468,1.0
0.016186960036334658,0.9599999785423279,29,119,,
,,29,119,0.00021810233010910451,1.0
0.016162527998982677,0.9599999785423279,30,123,,
,,30,123,0.00021629632101394236,1.0
0.016141544841375276,0.9599999785423279,31,127,,
,,31,127,0.00021450105123221874,1.0
0.016122850212839733,0.9599999785423279,32,131,,
,,32,131,0.00021270163415465504,1.0
0.016101799918612884,0.9599999785423279,33,135,,
,,33,135,0.00021091848611831665,1.0
0.016077291705959434,0.9599999785423279,34,139,,
,,34,139,0.00020916388893965632,1.0
0.016053736479861226,0.9599999785423279,35,143,,
,,35,143,0.00020749530813191086,1.0
0.01603618611778272,0.9599999785423279,36,147,,
,,36,147,0.00020581264107022434,1.0
0.016019665700562794,0.9599999785423279,37,151,,
,,37,151,0.0002041226689470932,1.0
0.015998119603145334,0.9599999785423279,38,155,,
,,38,155,0.00020246092753950506,1.0
0.015977979371477456,0.9599999785423279,39,159,,
,,39,159,0.00020080299873370677,1.0
0.015959292210595454,0.9599999785423279,40,163,,
,,40,163,0.00019918325415346771,1.0
0.01593984409392233,0.9599999785423279,41,167,,
,,41,167,0.00019758226699195802,1.0
0.015921010281053406,0.9599999785423279,42,171,,
,,42,171,0.0001959903456736356,1.0
0.015902772387854293,0.9599999785423279,43,175,,
,,43,175,0.00019445474026724696,1.0
0.015885258768062537,0.9599999785423279,44,179,,
,,44,179,0.00019291628268547356,1.0
0.015866298117804954,0.9599999785423279,45,183,,
,,45,183,0.00019140131189487875,1.0
0.015846268550021747,0.9599999785423279,46,187,,
,,46,187,0.0001898582704598084,1.0
0.015825853833182402,0.9599999785423279,47,191,,
,,47,191,0.00018841556448023766,1.0
0.015809651363458882,0.9599999785423279,48,195,,
,,48,195,0.00018698129861149937,1.0
0.015794844695624446,0.9599999785423279,49,199,,
,,49,199,0.0001855465379776433,1.0
0.015778685387810874,0.9599999785423279,50,203,,
,,50,203,0.00018414243822917342,1.0
0.015762539021149217,0.9599999785423279,51,207,,
,,51,207,0.00018272119632456452,1.0
0.0157458035580526,0.9599999785423279,52,211,,
,,52,211,0.00018132424156647176,1.0
0.0157282658095947,0.9599999785423279,53,215,,
,,53,215,0.0001799830497475341,1.0
0.01571184516481009,0.9599999785423279,54,219,,
,,54,219,0.00017866981215775013,1.0
0.015695024630662587,0.9599999785423279,55,223,,
,,55,223,0.00017736214795149863,1.0
0.015676141338748374,0.9599999785423279,56,227,,
,,56,227,0.000176048677531071,1.0
0.015659135836845906,0.9599999785423279,57,231,,
,,57,231,0.00017477796063758433,1.0
0.01564277733365197,0.9599999785423279,58,235,,
,,58,235,0.0001735013647703454,1.0
0.015624392463063025,0.9599999785423279,59,239,,
,,59,239,0.00017224001931026578,1.0
0.01560356820268799,0.9599999785423279,60,243,,
,,60,243,0.00017100753029808402,1.0
0.015586312527482184,0.9599999785423279,61,247,,
,,61,247,0.00016983289970085025,1.0
0.015573183023918562,0.9599999785423279,62,251,,
,,62,251,0.00016862191841937602,1.0
0.015557919618507523,0.9599999785423279,63,255,,
,,63,255,0.0001674237137194723,1.0
0.015539990430808703,0.9599999785423279,64,259,,
,,64,259,0.00016624089039396495,1.0
0.015522130955093751,0.9599999785423279,65,263,,
,,65,263,0.0001651231577852741,1.0
0.015503889306193057,0.9599999785423279,66,267,,
,,66,267,0.00016400526510551572,1.0
0.015489839075337804,0.9599999785423279,67,271,,
,,67,271,0.00016289357154164463,1.0
0.015478015517211912,0.9599999785423279,68,275,,
,,68,275,0.00016176111239474267,1.0
0.015462841785582748,0.9599999785423279,69,279,,
,,69,279,0.00016066237003542483,1.0
0.015445640337187917,0.9599999785423279,70,283,,
,,70,283,0.00015957767027430236,1.0
0.015428873155925043,0.9599999785423279,71,287,,
,,71,287,0.00015851722855586559,1.0
0.015412502731145215,0.9599999785423279,72,291,,
,,72,291,0.0001574834022903815,1.0
0.015395238159092477,0.9599999785423279,73,295,,
,,73,295,0.00015643729420844465,1.0
0.015378017574203763,0.9599999785423279,74,299,,
,,74,299,0.00015542125038336962,1.0
0.015363407963217376,0.9599999785423279,75,303,,
,,75,303,0.0001544066471979022,1.0
0.015349907897207804,0.9599999785423279,76,307,,
,,76,307,0.0001534000621177256,1.0
0.015336267598271548,0.9599999785423279,77,311,,
,,77,311,0.0001524204562883824,1.0
0.01532203695068939,0.9599999785423279,78,315,,
,,78,315,0.00015146359510254115,1.0
0.015305823023045513,0.9599999785423279,79,319,,
,,79,319,0.0001504855026723817,1.0
0.015288432073778726,0.9599999785423279,80,323,,
,,80,323,0.00014952357742004097,1.0
0.01527125797611955,0.9599999785423279,81,327,,
,,81,327,0.00014860526425763965,1.0
0.015252433647875405,0.9599999785423279,82,331,,
,,82,331,0.00014770090638194233,1.0
0.015235646050227347,0.9599999785423279,83,335,,
,,83,335,0.00014679174637421966,1.0
0.015220810470103771,0.9599999785423279,84,339,,
,,84,339,0.00014589577040169388,1.0
0.01520354625773819,0.9599999785423279,85,343,,
,,85,343,0.00014501018449664116,1.0
0.015186322273450813,0.9599999785423279,86,347,,
,,86,347,0.00014414086763281375,1.0
0.015167621803484797,0.9599999785423279,87,351,,
,,87,351,0.0001432760909665376,1.0
0.015147806237424266,0.9599999785423279,88,355,,
,,88,355,0.00014240377640817314,1.0
0.015127300511572269,0.9599999785423279,89,359,,
,,89,359,0.00014155538519844413,1.0
0.01510815260840495,0.9599999785423279,90,363,,
,,90,363,0.00014072861813474447,1.0
0.015091315359871606,0.9599999785423279,91,367,,
,,91,367,0.00013990541629027575,1.0
0.015079001646564703,0.9599999785423279,92,371,,
,,92,371,0.00013908134133089334,1.0
0.015066912320230098,0.9599999785423279,93,375,,
,,93,375,0.0001382588961860165,1.0
0.015052456652181743,0.9599999785423279,94,379,,
,,94,379,0.00013745010073762387,1.0
0.015037747348625181,0.9599999785423279,95,383,,
,,95,383,0.00013667125313077122,1.0
0.015022486888716734,0.9599999785423279,96,387,,
,,96,387,0.00013590043818112463,1.0
0.01500706546225912,0.9599999785423279,97,391,,
,,97,391,0.000135114009026438,1.0
0.014991000025111065,0.9599999785423279,98,395,,
,,98,395,0.00013435311848297715,1.0
0.014974361535965056,0.9599999785423279,99,399,,
,,99,399,0.00013358588330447674,1.0
