validation_loss,validation_accuracy,epoch,step,train_loss,train_accuracy
,,93,375,0.25020596385002136,0.5252525210380554
0.252184193689476,0.6800000071525574,94,379,,
,,94,379,0.2501881420612335,0.5252525210380554
0.25216876470357913,0.6800000071525574,95,383,,
,,95,383,0.25016793608665466,0.5252525210380554
0.2521496171136754,0.6800000071525574,96,387,,
,,96,387,0.2501530051231384,0.5252525210380554
0.25213775399171384,0.6800000071525574,97,391,,
,,97,391,0.25013574957847595,0.5252525210380554
0.2521292927435749,0.6800000071525574,98,395,,
,,98,395,0.2501198649406433,0.5252525210380554
0.2521166347815996,0.6800000071525574,99,399,,
,,99,399,0.25010761618614197,0.5252525210380554
